Jurisdiction,Candidate,Votes,LeadDigit
Washoe,"BIDEN, JOSEPH R.",319,3
Washoe,"BIDEN, JOSEPH R.",16,1
Washoe,"BIDEN, JOSEPH R.",43,4
Washoe,"BIDEN, JOSEPH R.",4,4
Washoe,"BIDEN, JOSEPH R.",165,1
Washoe,"BIDEN, JOSEPH R.",307,3
Washoe,"BIDEN, JOSEPH R.",376,3
Washoe,"BIDEN, JOSEPH R.",446,4
Washoe,"BIDEN, JOSEPH R.",457,4
Washoe,"BIDEN, JOSEPH R.",428,4
Washoe,"BIDEN, JOSEPH R.",499,4
Washoe,"BIDEN, JOSEPH R.",160,1
Washoe,"BIDEN, JOSEPH R.",567,5
Washoe,"BIDEN, JOSEPH R.",420,4
Washoe,"BIDEN, JOSEPH R.",23,2
Washoe,"BIDEN, JOSEPH R.",5,5
Washoe,"BIDEN, JOSEPH R.",10,1
Washoe,"BIDEN, JOSEPH R.",396,3
Washoe,"BIDEN, JOSEPH R.",501,5
Washoe,"BIDEN, JOSEPH R.",880,8
Washoe,"BIDEN, JOSEPH R.",248,2
Washoe,"BIDEN, JOSEPH R.",688,6
Washoe,"BIDEN, JOSEPH R.",246,2
Washoe,"BIDEN, JOSEPH R.",725,7
Washoe,"BIDEN, JOSEPH R.",568,5
Washoe,"BIDEN, JOSEPH R.",249,2
Washoe,"BIDEN, JOSEPH R.",723,7
Washoe,"BIDEN, JOSEPH R.",19,1
Washoe,"BIDEN, JOSEPH R.",594,5
Washoe,"BIDEN, JOSEPH R.",709,7
Washoe,"BIDEN, JOSEPH R.",612,6
Washoe,"BIDEN, JOSEPH R.",540,5
Washoe,"BIDEN, JOSEPH R.",370,3
Washoe,"BIDEN, JOSEPH R.",722,7
Washoe,"BIDEN, JOSEPH R.",426,4
Washoe,"BIDEN, JOSEPH R.",238,2
Washoe,"BIDEN, JOSEPH R.",724,7
Washoe,"BIDEN, JOSEPH R.",359,3
Washoe,"BIDEN, JOSEPH R.",331,3
Washoe,"BIDEN, JOSEPH R.",609,6
Washoe,"BIDEN, JOSEPH R.",352,3
Washoe,"BIDEN, JOSEPH R.",462,4
Washoe,"BIDEN, JOSEPH R.",277,2
Washoe,"BIDEN, JOSEPH R.",300,3
Washoe,"BIDEN, JOSEPH R.",488,4
Washoe,"BIDEN, JOSEPH R.",675,6
Washoe,"BIDEN, JOSEPH R.",277,2
Washoe,"BIDEN, JOSEPH R.",89,8
Washoe,"BIDEN, JOSEPH R.",140,1
Washoe,"BIDEN, JOSEPH R.",245,2
Washoe,"BIDEN, JOSEPH R.",613,6
Washoe,"BIDEN, JOSEPH R.",561,5
Washoe,"BIDEN, JOSEPH R.",789,7
Washoe,"BIDEN, JOSEPH R.",233,2
Washoe,"BIDEN, JOSEPH R.",435,4
Washoe,"BIDEN, JOSEPH R.",523,5
Washoe,"BIDEN, JOSEPH R.",52,5
Washoe,"BIDEN, JOSEPH R.",205,2
Washoe,"BIDEN, JOSEPH R.",173,1
Washoe,"BIDEN, JOSEPH R.",174,1
Washoe,"BIDEN, JOSEPH R.",301,3
Washoe,"BIDEN, JOSEPH R.",403,4
Washoe,"BIDEN, JOSEPH R.",649,6
Washoe,"BIDEN, JOSEPH R.",756,7
Washoe,"BIDEN, JOSEPH R.",216,2
Washoe,"BIDEN, JOSEPH R.",254,2
Washoe,"BIDEN, JOSEPH R.",209,2
Washoe,"BIDEN, JOSEPH R.",596,5
Washoe,"BIDEN, JOSEPH R.",200,2
Washoe,"BIDEN, JOSEPH R.",217,2
Washoe,"BIDEN, JOSEPH R.",338,3
Washoe,"BIDEN, JOSEPH R.",386,3
Washoe,"BIDEN, JOSEPH R.",310,3
Washoe,"BIDEN, JOSEPH R.",270,2
Washoe,"BIDEN, JOSEPH R.",457,4
Washoe,"BIDEN, JOSEPH R.",515,5
Washoe,"BIDEN, JOSEPH R.",728,7
Washoe,"BIDEN, JOSEPH R.",204,2
Washoe,"BIDEN, JOSEPH R.",332,3
Washoe,"BIDEN, JOSEPH R.",452,4
Washoe,"BIDEN, JOSEPH R.",600,6
Washoe,"BIDEN, JOSEPH R.",309,3
Washoe,"BIDEN, JOSEPH R.",247,2
Washoe,"BIDEN, JOSEPH R.",1048,1
Washoe,"BIDEN, JOSEPH R.",592,5
Washoe,"BIDEN, JOSEPH R.",436,4
Washoe,"BIDEN, JOSEPH R.",613,6
Washoe,"BIDEN, JOSEPH R.",326,3
Washoe,"BIDEN, JOSEPH R.",1080,1
Washoe,"BIDEN, JOSEPH R.",178,1
Washoe,"BIDEN, JOSEPH R.",76,7
Washoe,"BIDEN, JOSEPH R.",85,8
Washoe,"BIDEN, JOSEPH R.",505,5
Washoe,"BIDEN, JOSEPH R.",32,3
Washoe,"BIDEN, JOSEPH R.",485,4
Washoe,"BIDEN, JOSEPH R.",828,8
Washoe,"BIDEN, JOSEPH R.",254,2
Washoe,"BIDEN, JOSEPH R.",342,3
Washoe,"BIDEN, JOSEPH R.",33,3
Washoe,"BIDEN, JOSEPH R.",164,1
Washoe,"BIDEN, JOSEPH R.",705,7
Washoe,"BIDEN, JOSEPH R.",332,3
Washoe,"BIDEN, JOSEPH R.",910,9
Washoe,"BIDEN, JOSEPH R.",725,7
Washoe,"BIDEN, JOSEPH R.",182,1
Washoe,"BIDEN, JOSEPH R.",633,6
Washoe,"BIDEN, JOSEPH R.",54,5
Washoe,"BIDEN, JOSEPH R.",15,1
Washoe,"BIDEN, JOSEPH R.",761,7
Washoe,"BIDEN, JOSEPH R.",621,6
Washoe,"BIDEN, JOSEPH R.",589,5
Washoe,"BIDEN, JOSEPH R.",379,3
Washoe,"BIDEN, JOSEPH R.",367,3
Washoe,"BIDEN, JOSEPH R.",8,8
Washoe,"BIDEN, JOSEPH R.",559,5
Washoe,"BIDEN, JOSEPH R.",290,2
Washoe,"BIDEN, JOSEPH R.",598,5
Washoe,"BIDEN, JOSEPH R.",671,6
Washoe,"BIDEN, JOSEPH R.",211,2
Washoe,"BIDEN, JOSEPH R.",148,1
Washoe,"BIDEN, JOSEPH R.",219,2
Washoe,"BIDEN, JOSEPH R.",338,3
Washoe,"BIDEN, JOSEPH R.",348,3
Washoe,"BIDEN, JOSEPH R.",140,1
Washoe,"BIDEN, JOSEPH R.",874,8
Washoe,"BIDEN, JOSEPH R.",299,2
Washoe,"BIDEN, JOSEPH R.",475,4
Washoe,"BIDEN, JOSEPH R.",320,3
Washoe,"BIDEN, JOSEPH R.",334,3
Washoe,"BIDEN, JOSEPH R.",7,7
Washoe,"BIDEN, JOSEPH R.",242,2
Washoe,"BIDEN, JOSEPH R.",426,4
Washoe,"BIDEN, JOSEPH R.",502,5
Washoe,"BIDEN, JOSEPH R.",745,7
Washoe,"BIDEN, JOSEPH R.",597,5
Washoe,"BIDEN, JOSEPH R.",464,4
Washoe,"BIDEN, JOSEPH R.",171,1
Washoe,"BIDEN, JOSEPH R.",282,2
Washoe,"BIDEN, JOSEPH R.",52,5
Washoe,"BIDEN, JOSEPH R.",304,3
Washoe,"BIDEN, JOSEPH R.",318,3
Washoe,"BIDEN, JOSEPH R.",353,3
Washoe,"BIDEN, JOSEPH R.",633,6
Washoe,"BIDEN, JOSEPH R.",617,6
Washoe,"BIDEN, JOSEPH R.",895,8
Washoe,"BIDEN, JOSEPH R.",330,3
Washoe,"BIDEN, JOSEPH R.",513,5
Washoe,"BIDEN, JOSEPH R.",312,3
Washoe,"BIDEN, JOSEPH R.",761,7
Washoe,"BIDEN, JOSEPH R.",568,5
Washoe,"BIDEN, JOSEPH R.",11,1
Washoe,"BIDEN, JOSEPH R.",344,3
Washoe,"BIDEN, JOSEPH R.",125,1
Washoe,"BIDEN, JOSEPH R.",39,3
Washoe,"BIDEN, JOSEPH R.",813,8
Washoe,"BIDEN, JOSEPH R.",418,4
Washoe,"BIDEN, JOSEPH R.",36,3
Washoe,"BIDEN, JOSEPH R.",379,3
Washoe,"BIDEN, JOSEPH R.",768,7
Washoe,"BIDEN, JOSEPH R.",173,1
Washoe,"BIDEN, JOSEPH R.",376,3
Washoe,"BIDEN, JOSEPH R.",413,4
Washoe,"BIDEN, JOSEPH R.",493,4
Washoe,"BIDEN, JOSEPH R.",482,4
Washoe,"BIDEN, JOSEPH R.",284,2
Washoe,"BIDEN, JOSEPH R.",390,3
Washoe,"BIDEN, JOSEPH R.",354,3
Washoe,"BIDEN, JOSEPH R.",664,6
Washoe,"BIDEN, JOSEPH R.",551,5
Washoe,"BIDEN, JOSEPH R.",176,1
Washoe,"BIDEN, JOSEPH R.",617,6
Washoe,"BIDEN, JOSEPH R.",637,6
Washoe,"BIDEN, JOSEPH R.",595,5
Washoe,"BIDEN, JOSEPH R.",461,4
Washoe,"BIDEN, JOSEPH R.",424,4
Washoe,"BIDEN, JOSEPH R.",420,4
Washoe,"BIDEN, JOSEPH R.",80,8
Washoe,"BIDEN, JOSEPH R.",462,4
Washoe,"BIDEN, JOSEPH R.",454,4
Washoe,"BIDEN, JOSEPH R.",691,6
Washoe,"BIDEN, JOSEPH R.",763,7
Washoe,"BIDEN, JOSEPH R.",11,1
Washoe,"BIDEN, JOSEPH R.",507,5
Washoe,"BIDEN, JOSEPH R.",327,3
Washoe,"BIDEN, JOSEPH R.",808,8
Washoe,"BIDEN, JOSEPH R.",731,7
Washoe,"BIDEN, JOSEPH R.",111,1
Washoe,"BIDEN, JOSEPH R.",45,4
Washoe,"BIDEN, JOSEPH R.",6,6
Washoe,"BIDEN, JOSEPH R.",715,7
Washoe,"BIDEN, JOSEPH R.",682,6
Washoe,"BIDEN, JOSEPH R.",177,1
Washoe,"BIDEN, JOSEPH R.",425,4
Washoe,"BIDEN, JOSEPH R.",404,4
Washoe,"BIDEN, JOSEPH R.",148,1
Washoe,"BIDEN, JOSEPH R.",8,8
Washoe,"BIDEN, JOSEPH R.",8,8
Washoe,"BIDEN, JOSEPH R.",135,1
Washoe,"BIDEN, JOSEPH R.",95,9
Washoe,"BIDEN, JOSEPH R.",46,4
Washoe,"BIDEN, JOSEPH R.",13,1
Washoe,"BIDEN, JOSEPH R.",170,1
Washoe,"BIDEN, JOSEPH R.",332,3
Washoe,"BIDEN, JOSEPH R.",591,5
Washoe,"BIDEN, JOSEPH R.",225,2
Washoe,"BIDEN, JOSEPH R.",488,4
Washoe,"BIDEN, JOSEPH R.",401,4
Washoe,"BIDEN, JOSEPH R.",195,1
Washoe,"BIDEN, JOSEPH R.",74,7
Washoe,"BIDEN, JOSEPH R.",393,3
Washoe,"BIDEN, JOSEPH R.",452,4
Washoe,"BIDEN, JOSEPH R.",59,5
Washoe,"BIDEN, JOSEPH R.",111,1
Washoe,"BIDEN, JOSEPH R.",437,4
